key,format,sourcePath,defaultScale,semanticRole,objectKind,description,size.sourceSize,size.authoredDefaultSize,size.renderedDefaultSize,colors.materialColors,colors.prominentRenderedColors,animations,warnings
forest_grass_1c,gltf,gltf/kaykit/forest_nature/Grass_1_C_Color1.gltf,1,ground_surface,nature_or_resource,"forest grass 1c (nature_or_resource); 0.7518m x 0.5834m x 0.7171m. Dominant colors: mixed, green.","{""x"":0.7518,""y"":0.5834,""z"":0.7171}","{""x"":0.7518,""y"":0.5834,""z"":0.7171}","{""x"":0.7518,""y"":0.5834,""z"":0.7171}","[{""name"":""forest"",""hex"":""#ffffff""}]","[{""hex"":""#e0ff80"",""pixels"":6641},{""hex"":""#c0ff80"",""pixels"":6171},{""hex"":""#a0ff60"",""pixels"":2660},{""hex"":""#c0ff60"",""pixels"":1964},{""hex"":""#a0ff80"",""pixels"":1235},{""hex"":""#ffffa0"",""pixels"":926},{""hex"":""#e0ffa0"",""pixels"":697},{""hex"":""#ffff80"",""pixels"":458}]",[],[]
forest_grass_2b,gltf,gltf/kaykit/forest_nature/Grass_2_B_Color1.gltf,1,ground_surface,nature_or_resource,"forest grass 2b (nature_or_resource); 0.4035m x 0.9188m x 0.3974m. Dominant colors: green, mixed.","{""x"":0.4035,""y"":0.9188,""z"":0.3974}","{""x"":0.4035,""y"":0.9188,""z"":0.3974}","{""x"":0.4035,""y"":0.9188,""z"":0.3974}","[{""name"":""forest"",""hex"":""#ffffff""}]","[{""hex"":""#c0ff80"",""pixels"":1923},{""hex"":""#e0ff80"",""pixels"":1351},{""hex"":""#c0ff60"",""pixels"":772},{""hex"":""#a0ff60"",""pixels"":724},{""hex"":""#e0ffa0"",""pixels"":158},{""hex"":""#e0ffc0"",""pixels"":154},{""hex"":""#c0ffa0"",""pixels"":50},{""hex"":""#a0ff80"",""pixels"":23}]",[],[]
forest_grass_2d,gltf,gltf/kaykit/forest_nature/Grass_2_D_Color1.gltf,1,ground_surface,nature_or_resource,"forest grass 2d (nature_or_resource); 1.1045m x 0.9352m x 1.3664m. Dominant colors: green, mixed.","{""x"":1.1045,""y"":0.9352,""z"":1.3664}","{""x"":1.1045,""y"":0.9352,""z"":1.3664}","{""x"":1.1045,""y"":0.9352,""z"":1.3664}","[{""name"":""forest"",""hex"":""#ffffff""}]","[{""hex"":""#c0ff80"",""pixels"":3374},{""hex"":""#e0ff80"",""pixels"":1956},{""hex"":""#a0ff60"",""pixels"":1254},{""hex"":""#c0ff60"",""pixels"":1214},{""hex"":""#e0ffc0"",""pixels"":444},{""hex"":""#a0ff80"",""pixels"":361},{""hex"":""#e0ffa0"",""pixels"":290},{""hex"":""#ffff80"",""pixels"":108}]",[],[]
forest_rock_1a,gltf,gltf/kaykit/forest_nature/Rock_1_A_Color1.gltf,1,solid_resource,nature_or_resource,"forest rock 1a (nature_or_resource); 0.578m x 0.5403m x 0.6078m. Dominant colors: blue, white/light, gray/stone, mixed.","{""x"":0.578,""y"":0.5403,""z"":0.6078}","{""x"":0.578,""y"":0.5403,""z"":0.6078}","{""x"":0.578,""y"":0.5403,""z"":0.6078}","[{""name"":""forest"",""hex"":""#ffffff""}]","[{""hex"":""#c0c0e0"",""pixels"":6927},{""hex"":""#ffffff"",""pixels"":6886},{""hex"":""#c0c0c0"",""pixels"":6381},{""hex"":""#a0c0c0"",""pixels"":6083},{""hex"":""#c0e0e0"",""pixels"":2765},{""hex"":""#e0e0e0"",""pixels"":1937},{""hex"":""#e0e0ff"",""pixels"":735},{""hex"":""#e0ffff"",""pixels"":299}]",[],[]
forest_rock_2c,gltf,gltf/kaykit/forest_nature/Rock_2_C_Color1.gltf,1,solid_resource,nature_or_resource,"forest rock 2c (nature_or_resource); 1.2953m x 1.3262m x 1.2953m. Dominant colors: white/light, mixed, gray/stone, blue.","{""x"":1.2953,""y"":1.3262,""z"":1.2953}","{""x"":1.2953,""y"":1.3262,""z"":1.2953}","{""x"":1.2953,""y"":1.3262,""z"":1.2953}","[{""name"":""forest"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":14284},{""hex"":""#e0ffff"",""pixels"":5776},{""hex"":""#c0e0e0"",""pixels"":5591},{""hex"":""#c0c0c0"",""pixels"":3797},{""hex"":""#e0e0e0"",""pixels"":3048},{""hex"":""#c0c0e0"",""pixels"":2675},{""hex"":""#e0e0ff"",""pixels"":2619},{""hex"":""#a0c0c0"",""pixels"":1868}]",[],[]
forest_rock_3f,gltf,gltf/kaykit/forest_nature/Rock_3_F_Color1.gltf,1,solid_resource,nature_or_resource,"forest rock 3f (nature_or_resource); 1.0876m x 1.1755m x 1.1883m. Dominant colors: mixed, gray/stone, white/light.","{""x"":1.0876,""y"":1.1755,""z"":1.1883}","{""x"":1.0876,""y"":1.1755,""z"":1.1883}","{""x"":1.0876,""y"":1.1755,""z"":1.1883}","[{""name"":""forest"",""hex"":""#ffffff""}]","[{""hex"":""#c0e0e0"",""pixels"":5195},{""hex"":""#c0c0c0"",""pixels"":4023},{""hex"":""#e0e0e0"",""pixels"":2553},{""hex"":""#a0c0c0"",""pixels"":2501},{""hex"":""#e0e0ff"",""pixels"":2159},{""hex"":""#e0ffff"",""pixels"":1848},{""hex"":""#c0c0e0"",""pixels"":1713},{""hex"":""#a0a0c0"",""pixels"":769}]",[],[]
mine_stone_01,gltf,glb/environment/mines/kyrises_voxel_mines/stone-01.glb,0.9,solid_resource,nature_or_resource,mine stone 01 (nature_or_resource); 7.2m x 4.5m x 6.3m. Dominant colors: white/light.,"{""x"":8,""y"":5,""z"":7}","{""x"":7.2,""y"":4.5,""z"":6.3}","{""x"":7.2,""y"":4.5,""z"":6.3}","[{""name"":""palette(Clone)"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":23868}]",[],"[""resource/voxel prop is large; verify intended world scale""]"
mine_stone_02,gltf,glb/environment/mines/kyrises_voxel_mines/stone-02.glb,0.9,solid_resource,nature_or_resource,"mine stone 02 (nature_or_resource); 6.3m x 3.6m x 2.7m. Dominant colors: blue, white/light, mixed.","{""x"":7,""y"":4,""z"":3}","{""x"":6.3,""y"":3.6,""z"":2.7}","{""x"":6.3,""y"":3.6,""z"":2.7}","[{""name"":""palette(Clone)"",""hex"":""#ffffff""}]","[{""hex"":""#80a0c0"",""pixels"":10268},{""hex"":""#c0e0ff"",""pixels"":3823},{""hex"":""#a0c0e0"",""pixels"":390},{""hex"":""#e0e0e0"",""pixels"":83},{""hex"":""#c0e0e0"",""pixels"":81},{""hex"":""#c0c0e0"",""pixels"":49},{""hex"":""#a0c0c0"",""pixels"":44},{""hex"":""#e0e0ff"",""pixels"":29}]",[],"[""resource/voxel prop is large; verify intended world scale""]"
mine_coal_block,gltf,glb/environment/mines/kyrises_voxel_mines/coal-block.glb,0.9,solid_resource,nature_or_resource,"mine coal block (nature_or_resource); 7.2m x 7.2m x 7.2m. Dominant colors: white/light, gray/stone, mixed.","{""x"":8,""y"":8,""z"":8}","{""x"":7.2,""y"":7.2,""z"":7.2}","{""x"":7.2,""y"":7.2,""z"":7.2}","[{""name"":""palette(Clone)"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":39226},{""hex"":""#606060"",""pixels"":5256},{""hex"":""#406060"",""pixels"":4551},{""hex"":""#a0c0c0"",""pixels"":3376},{""hex"":""#e0e0e0"",""pixels"":289},{""hex"":""#a0a0a0"",""pixels"":276},{""hex"":""#808080"",""pixels"":214},{""hex"":""#c0c0c0"",""pixels"":76}]",[],"[""resource/voxel prop is large; verify intended world scale""]"
mine_coal_piece,gltf,glb/environment/mines/kyrises_voxel_mines/coal-piece.glb,0.9,solid_resource,nature_or_resource,"mine coal piece (nature_or_resource); 2.7m x 1.8m x 2.7m. Dominant colors: gray/stone, mixed, blue.","{""x"":3,""y"":2,""z"":3}","{""x"":2.7,""y"":1.8,""z"":2.7}","{""x"":2.7,""y"":1.8,""z"":2.7}","[{""name"":""palette(Clone)"",""hex"":""#ffffff""}]","[{""hex"":""#606060"",""pixels"":13576},{""hex"":""#a0c0c0"",""pixels"":11443},{""hex"":""#406060"",""pixels"":10161},{""hex"":""#a0a0a0"",""pixels"":327},{""hex"":""#808080"",""pixels"":205},{""hex"":""#606080"",""pixels"":204},{""hex"":""#c0c0c0"",""pixels"":159},{""hex"":""#e0e0e0"",""pixels"":60}]",[],[]
mine_silver_stone,gltf,glb/environment/mines/kyrises_voxel_mines/silver-stone.glb,0.9,solid_resource,nature_or_resource,mine silver stone (nature_or_resource); 1.8m x 2.7m x 1.8m. Dominant colors: white/light.,"{""x"":2,""y"":3,""z"":2}","{""x"":1.8,""y"":2.7,""z"":1.8}","{""x"":1.8,""y"":2.7,""z"":1.8}","[{""name"":""palette(Clone)"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":26075}]",[],[]
mine_gold_fragment,gltf,glb/environment/mines/kyrises_voxel_mines/gold-fragment.glb,0.9,solid_resource,nature_or_resource,"mine gold fragment (nature_or_resource); 2.7m x 2.7m x 2.7m. Dominant colors: mixed, white/light.","{""x"":3,""y"":3,""z"":3}","{""x"":2.7,""y"":2.7,""z"":2.7}","{""x"":2.7,""y"":2.7,""z"":2.7}","[{""name"":""palette(Clone)"",""hex"":""#ffffff""}]","[{""hex"":""#ffffa0"",""pixels"":12126},{""hex"":""#ffff80"",""pixels"":12090},{""hex"":""#ffffe0"",""pixels"":7035},{""hex"":""#ffffc0"",""pixels"":661}]",[],[]
mine_pickaxe,gltf,glb/environment/mines/kyrises_voxel_mines/pickaxe.glb,0.8,decorative_tiny,tools_or_weapons,"mine pickaxe (tools_or_weapons); 5.6m x 5.6m x 0.8m. Dominant colors: white/light, mixed, gray/stone, blue.","{""x"":7,""y"":7,""z"":1}","{""x"":5.6,""y"":5.6,""z"":0.8}","{""x"":5.6,""y"":5.6,""z"":0.8}","[{""name"":""palette(Clone)"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":6980},{""hex"":""#604060"",""pixels"":1522},{""hex"":""#606060"",""pixels"":1207},{""hex"":""#406060"",""pixels"":958},{""hex"":""#80a0c0"",""pixels"":397},{""hex"":""#808080"",""pixels"":221},{""hex"":""#c0e0e0"",""pixels"":20},{""hex"":""#a0a0a0"",""pixels"":9}]",[],"[""decorative_tiny role but larger than expected"",""handheld/tabletop-looking prop appears oversized"",""resource/voxel prop is large; verify intended world scale""]"
minecart,gltf,glb/environment/mines/kyrises_voxel_mines/minecart.glb,0.8,low_cart,nature_or_resource,"minecart (nature_or_resource); 5.6m x 4m x 5.6m. Dominant colors: blue, white/light, mixed, gray/stone.","{""x"":7,""y"":5,""z"":7}","{""x"":5.6,""y"":4,""z"":5.6}","{""x"":5.6,""y"":4,""z"":5.6}","[{""name"":""palette(Clone)"",""hex"":""#ffffff""}]","[{""hex"":""#80a0c0"",""pixels"":12660},{""hex"":""#c0e0ff"",""pixels"":10101},{""hex"":""#ffffff"",""pixels"":5579},{""hex"":""#406060"",""pixels"":1663},{""hex"":""#606060"",""pixels"":781},{""hex"":""#a0c0c0"",""pixels"":514},{""hex"":""#a0c0e0"",""pixels"":199},{""hex"":""#c0e0e0"",""pixels"":126}]",[],[]
hedge,gltf,glb/environment/shrubbery/hedge.glb,0.95,soft_barrier,nature_or_resource,"hedge (nature_or_resource); 0.2375m x 0.2375m x 0.95m. Dominant colors: white/light, mixed, green.","{""x"":0.25,""y"":0.25,""z"":1}","{""x"":0.2375,""y"":0.2375,""z"":0.95}","{""x"":0.2375,""y"":0.2375,""z"":0.95}","[{""name"":""colormap"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":2699},{""hex"":""#80ffe0"",""pixels"":1734},{""hex"":""#a0ffff"",""pixels"":1409},{""hex"":""#60ffc0"",""pixels"":534},{""hex"":""#e0ffff"",""pixels"":291},{""hex"":""#80ffc0"",""pixels"":271},{""hex"":""#e0e0ff"",""pixels"":258},{""hex"":""#a0ffe0"",""pixels"":208}]",[],[]
hedge_large,gltf,glb/environment/shrubbery/hedge-large.glb,0.95,soft_barrier,nature_or_resource,"hedge large (nature_or_resource); 0.38m x 0.57m x 0.95m. Dominant colors: white/light, mixed, green.","{""x"":0.4,""y"":0.6,""z"":1}","{""x"":0.38,""y"":0.57,""z"":0.95}","{""x"":0.38,""y"":0.57,""z"":0.95}","[{""name"":""colormap"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":5718},{""hex"":""#a0ffff"",""pixels"":3940},{""hex"":""#80ffe0"",""pixels"":3169},{""hex"":""#60ffc0"",""pixels"":1803},{""hex"":""#80ffc0"",""pixels"":1665},{""hex"":""#60e0c0"",""pixels"":631},{""hex"":""#a0ffe0"",""pixels"":566},{""hex"":""#e0e0ff"",""pixels"":491}]",[],[]
fence,gltf,glb/environment/fences/fence.glb,0.95,thin_barrier,decor_or_misc,"fence (decor_or_misc); 0.0712m x 0.361m x 0.95m. Dominant colors: mixed, white/light, orange/gold.","{""x"":0.075,""y"":0.38,""z"":1}","{""x"":0.0712,""y"":0.361,""z"":0.95}","{""x"":0.0713,""y"":0.361,""z"":0.95}","[{""name"":""colormap"",""hex"":""#ffffff""}]","[{""hex"":""#ffe0a0"",""pixels"":2787},{""hex"":""#ffe0c0"",""pixels"":1423},{""hex"":""#ffffc0"",""pixels"":1009},{""hex"":""#ffffe0"",""pixels"":257},{""hex"":""#ffc0a0"",""pixels"":89},{""hex"":""#ffe0e0"",""pixels"":40}]",[],[]
fence_gate,gltf,glb/environment/fences/fence-gate.glb,0.95,thin_barrier,architecture,"fence gate (architecture); 0.0712m x 0.361m x 0.95m. Dominant colors: mixed, orange/gold, white/light.","{""x"":0.075,""y"":0.38,""z"":1}","{""x"":0.0712,""y"":0.361,""z"":0.95}","{""x"":0.0713,""y"":0.361,""z"":0.95}","[{""name"":""colormap"",""hex"":""#ffffff""}]","[{""hex"":""#ffe0a0"",""pixels"":3039},{""hex"":""#ffe0c0"",""pixels"":1623},{""hex"":""#ffffc0"",""pixels"":799},{""hex"":""#ffc0a0"",""pixels"":669},{""hex"":""#ffffe0"",""pixels"":455},{""hex"":""#ffa080"",""pixels"":329},{""hex"":""#c08060"",""pixels"":243},{""hex"":""#e0a080"",""pixels"":219}]",[],[]
fence_broken,gltf,glb/environment/fences/fence-broken.glb,0.95,thin_barrier,decor_or_misc,"fence broken (decor_or_misc); 0.242m x 0.361m x 0.95m. Dominant colors: mixed, orange/gold, white/light.","{""x"":0.2547,""y"":0.38,""z"":1}","{""x"":0.242,""y"":0.361,""z"":0.95}","{""x"":0.242,""y"":0.361,""z"":0.95}","[{""name"":""colormap"",""hex"":""#ffffff""}]","[{""hex"":""#ffe0a0"",""pixels"":2212},{""hex"":""#ffe0c0"",""pixels"":1049},{""hex"":""#ffffc0"",""pixels"":934},{""hex"":""#ffc0a0"",""pixels"":250},{""hex"":""#ffffe0"",""pixels"":191},{""hex"":""#ffe0e0"",""pixels"":73},{""hex"":""#ffc080"",""pixels"":10}]",[],[]
road,gltf,glb/environment/roads/road.glb,1,ground_surface,decor_or_misc,road (decor_or_misc); 1m x 0.025m x 1m. Dominant colors: white/light.,"{""x"":1,""y"":0.025,""z"":1}","{""x"":1,""y"":0.025,""z"":1}","{""x"":1,""y"":0.025,""z"":1}","[{""name"":""colormap"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":14985}]",[],[]
rock_small,gltf,glb/environment/rocks/rock-small.glb,0.8,solid_resource,nature_or_resource,rock small (nature_or_resource); 0.7986m x 0.816m x 1.061m. Dominant colors: white/light.,"{""x"":0.9983,""y"":1.02,""z"":1.3263}","{""x"":0.7986,""y"":0.816,""z"":1.061}","{""x"":0.7986,""y"":0.816,""z"":1.061}","[{""name"":""colormap"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":14008},{""hex"":""#e0e0ff"",""pixels"":356},{""hex"":""#e0ffff"",""pixels"":297}]",[],[]
rock_wide,gltf,glb/environment/rocks/rock-wide.glb,0.8,solid_resource,nature_or_resource,rock wide (nature_or_resource); 0.8748m x 0.816m x 1.2539m. Dominant colors: white/light.,"{""x"":1.0935,""y"":1.02,""z"":1.5674}","{""x"":0.8748,""y"":0.816,""z"":1.2539}","{""x"":0.8748,""y"":0.816,""z"":1.2539}","[{""name"":""colormap"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":13543},{""hex"":""#e0ffff"",""pixels"":487},{""hex"":""#e0e0ff"",""pixels"":3},{""hex"":""#e0e0e0"",""pixels"":1}]",[],[]
food_apple,fbx,fbx/props/food/quaternius_ultimate_food/Apple.fbx,0.006,decorative_tiny,food_or_tabletop,"food apple (food_or_tabletop); 0.4815m x 0.511m x 0.4792m. Dominant colors: red/brown, white/light, mixed, gray/stone.","{""x"":80.2452,""y"":85.1739,""z"":79.8705}","{""x"":0.4815,""y"":0.511,""z"":0.4792}","{""x"":0.4815,""y"":0.511,""z"":0.4792}","[{""name"":""DarkRed"",""hex"":""#220705""},{""name"":""DarkBrown"",""hex"":""#28120c""},{""name"":""DarkGreen"",""hex"":""#080f07""}]","[{""hex"":""#402000"",""pixels"":3641},{""hex"":""#402020"",""pixels"":2368},{""hex"":""#ffffff"",""pixels"":2163},{""hex"":""#c0a0a0"",""pixels"":1881},{""hex"":""#c0c0c0"",""pixels"":1840},{""hex"":""#404020"",""pixels"":1443},{""hex"":""#806060"",""pixels"":906},{""hex"":""#606060"",""pixels"":814}]",[],[]
food_green_apple,fbx,fbx/props/food/quaternius_ultimate_food/Apple_Green.fbx,0.006,decorative_tiny,food_or_tabletop,"food green apple (food_or_tabletop); 0.4815m x 0.511m x 0.4792m. Dominant colors: green, white/light, mixed.","{""x"":80.2452,""y"":85.1739,""z"":79.8705}","{""x"":0.4815,""y"":0.511,""z"":0.4792}","{""x"":0.4815,""y"":0.511,""z"":0.4792}","[{""name"":""PaleGreen"",""hex"":""#3b5b26""},{""name"":""DarkBrown"",""hex"":""#28120c""},{""name"":""DarkGreen"",""hex"":""#080f07""}]","[{""hex"":""#60a040"",""pixels"":3765},{""hex"":""#608040"",""pixels"":2734},{""hex"":""#ffffff"",""pixels"":2713},{""hex"":""#c0e0c0"",""pixels"":2209},{""hex"":""#a0c080"",""pixels"":1536},{""hex"":""#404020"",""pixels"":890},{""hex"":""#c0ffc0"",""pixels"":880},{""hex"":""#e0ffe0"",""pixels"":877}]",[],[]
food_carrot,fbx,fbx/props/food/quaternius_ultimate_food/Carrot.fbx,0.0035,decorative_tiny,food_or_tabletop,"food carrot (food_or_tabletop); 0.3314m x 0.9725m x 0.3261m. Dominant colors: black/dark, white/light, gray/stone, red/brown.","{""x"":94.6727,""y"":277.8546,""z"":93.1622}","{""x"":0.3314,""y"":0.9725,""z"":0.3261}","{""x"":0.3314,""y"":0.9725,""z"":0.3261}","[{""name"":""Orange"",""hex"":""#75280c""},{""name"":""DarkGreen"",""hex"":""#080f07""}]","[{""hex"":""#202020"",""pixels"":742},{""hex"":""#ffffff"",""pixels"":552},{""hex"":""#404040"",""pixels"":438},{""hex"":""#c04020"",""pixels"":301},{""hex"":""#c0c0c0"",""pixels"":227},{""hex"":""#606060"",""pixels"":210},{""hex"":""#e06060"",""pixels"":194},{""hex"":""#808080"",""pixels"":184}]",[],[]
food_fish,fbx,fbx/props/food/quaternius_ultimate_food/Fish.fbx,0.004,decorative_or_unknown,food_or_tabletop,"food fish (food_or_tabletop); 1.2809m x 0.1212m x 0.4236m. Dominant colors: white/light, mixed.","{""x"":320.2348,""y"":30.2961,""z"":105.9081}","{""x"":1.2809,""y"":0.1212,""z"":0.4236}","{""x"":1.2809,""y"":0.1212,""z"":0.4236}","[{""name"":""Bottom"",""hex"":""#afccba""},{""name"":""Top"",""hex"":""#cc5b3d""},{""name"":""Fins"",""hex"":""#cca766""}]","[{""hex"":""#ffffff"",""pixels"":2130},{""hex"":""#ffffe0"",""pixels"":498},{""hex"":""#ffe0c0"",""pixels"":137},{""hex"":""#ffffc0"",""pixels"":62},{""hex"":""#ffe0e0"",""pixels"":5},{""hex"":""#ffffa0"",""pixels"":1}]",[],[]
food_fishbone,fbx,fbx/props/food/quaternius_ultimate_food/FishBone.fbx,0.004,decorative_tiny,food_or_tabletop,"food fishbone (food_or_tabletop); 0.7819m x 0.133m x 0.3318m. Dominant colors: mixed, white/light.","{""x"":195.484,""y"":33.2427,""z"":82.9609}","{""x"":0.7819,""y"":0.133,""z"":0.3318}","{""x"":0.7819,""y"":0.133,""z"":0.3318}","[{""name"":""Beige"",""hex"":""#574c36""}]","[{""hex"":""#c0c0a0"",""pixels"":1580},{""hex"":""#808060"",""pixels"":394},{""hex"":""#a08060"",""pixels"":369},{""hex"":""#e0e0c0"",""pixels"":361},{""hex"":""#a0a080"",""pixels"":177},{""hex"":""#ffffff"",""pixels"":170},{""hex"":""#c0a080"",""pixels"":111},{""hex"":""#e0e0e0"",""pixels"":80}]",[],[]
food_mushroom,fbx,fbx/props/food/quaternius_ultimate_food/Mushroom.fbx,0.018,decorative_or_unknown,food_or_tabletop,"food mushroom (food_or_tabletop); 0.6445m x 0.7374m x 0.7442m. Dominant colors: red/brown, mixed, white/light.","{""x"":35.8057,""y"":40.964,""z"":41.3449}","{""x"":0.6445,""y"":0.7374,""z"":0.7442}","{""x"":0.6445,""y"":0.7374,""z"":0.7442}","[{""name"":""LightBrown"",""hex"":""#4b3a2d""}]","[{""hex"":""#806060"",""pixels"":4349},{""hex"":""#e0e0c0"",""pixels"":3253},{""hex"":""#ffffff"",""pixels"":2890},{""hex"":""#c0a0a0"",""pixels"":2448},{""hex"":""#ffe0e0"",""pixels"":1938},{""hex"":""#e0e0e0"",""pixels"":1878},{""hex"":""#a08060"",""pixels"":1235},{""hex"":""#806040"",""pixels"":1224}]",[],[]
mine_gold_block,gltf,glb/environment/mines/kyrises_voxel_mines/gold-block.glb,0.8,solid_resource,nature_or_resource,"mine gold block (nature_or_resource); 6.4m x 6.4m x 6.4m. Dominant colors: white/light, mixed.","{""x"":8,""y"":8,""z"":8}","{""x"":6.4,""y"":6.4,""z"":6.4}","{""x"":6.4,""y"":6.4,""z"":6.4}","[{""name"":""palette(Clone)"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":39236},{""hex"":""#ffffa0"",""pixels"":5502},{""hex"":""#ffff80"",""pixels"":4551},{""hex"":""#ffffe0"",""pixels"":3720},{""hex"":""#ffffc0"",""pixels"":291}]",[],"[""resource/voxel prop is large; verify intended world scale""]"
mine_silver_block,gltf,glb/environment/mines/kyrises_voxel_mines/silver-block.glb,0.8,solid_resource,nature_or_resource,mine silver block (nature_or_resource); 6.4m x 6.4m x 6.4m. Dominant colors: white/light.,"{""x"":8,""y"":8,""z"":8}","{""x"":6.4,""y"":6.4,""z"":6.4}","{""x"":6.4,""y"":6.4,""z"":6.4}","[{""name"":""palette(Clone)"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":53287}]",[],"[""resource/voxel prop is large; verify intended world scale""]"
mine_diamond_fragment,gltf,glb/environment/mines/kyrises_voxel_mines/diamond-fragment.glb,0.72,solid_resource,nature_or_resource,"mine diamond fragment (nature_or_resource); 2.16m x 1.44m x 2.16m. Dominant colors: blue, mixed.","{""x"":3,""y"":2,""z"":3}","{""x"":2.16,""y"":1.44,""z"":2.16}","{""x"":2.16,""y"":1.44,""z"":2.16}","[{""name"":""palette(Clone)"",""hex"":""#ffffff""}]","[{""hex"":""#60c0ff"",""pixels"":21538},{""hex"":""#c0ffff"",""pixels"":9278},{""hex"":""#a0e0ff"",""pixels"":287},{""hex"":""#80e0ff"",""pixels"":119},{""hex"":""#60e0ff"",""pixels"":102},{""hex"":""#c0e0ff"",""pixels"":86},{""hex"":""#80c0ff"",""pixels"":71},{""hex"":""#e0ffe0"",""pixels"":48}]",[],[]
animal_snake,gltf,gltf/creatures/animal_action_variants/harthmere_animal_rat_gray.gltf,0.68,actor,actor,"animal snake (actor); 0.0971m x 0.0746m x 0.5009m. Dominant colors: white/light, mixed, gray/stone, blue.","{""x"":0.1428,""y"":0.1097,""z"":0.7366}","{""x"":0.0971,""y"":0.0746,""z"":0.5009}","{""x"":0.0971,""y"":0.0746,""z"":0.5009}","[{""name"":""body"",""hex"":""#a6aaad""},{""name"":""head"",""hex"":""#b8bcbf""},{""name"":""accent"",""hex"":""#61696c""},{""name"":""eye"",""hex"":""#272727""}]","[{""hex"":""#ffffff"",""pixels"":1926},{""hex"":""#c0e0e0"",""pixels"":286},{""hex"":""#c0c0c0"",""pixels"":193},{""hex"":""#a0c0c0"",""pixels"":136},{""hex"":""#e0e0e0"",""pixels"":115},{""hex"":""#c0c0e0"",""pixels"":31},{""hex"":""#606060"",""pixels"":28},{""hex"":""#808080"",""pixels"":12}]","[{""name"":""Idle"",""duration"":1},{""name"":""Walk"",""duration"":1},{""name"":""Walking"",""duration"":1},{""name"":""Run"",""duration"":1},{""name"":""Running"",""duration"":1},{""name"":""Flee"",""duration"":1},{""name"":""Attack"",""duration"":1},{""name"":""HeavyAttack"",""duration"":1.2},{""name"":""Bite"",""duration"":1},{""name"":""Claw"",""duration"":1},{""name"":""Kick"",""duration"":1},{""name"":""Charge"",""duration"":1.2},{""name"":""Pounce"",""duration"":1},{""name"":""Peck"",""duration"":1},{""name"":""Scratch"",""duration"":1},{""name"":""TailWhip"",""duration"":1}]",[]
animal_frog,gltf,gltf/creatures/animal_action_variants/harthmere_animal_rabbit_brown.gltf,0.55,actor,actor,"animal frog (actor); 0.1531m x 0.2236m x 0.5163m. Dominant colors: white/light, mixed, orange/gold.","{""x"":0.2784,""y"":0.4066,""z"":0.9388}","{""x"":0.1531,""y"":0.2236,""z"":0.5163}","{""x"":0.1531,""y"":0.2236,""z"":0.5164}","[{""name"":""body"",""hex"":""#ad8965""},{""name"":""head"",""hex"":""#bf9b76""},{""name"":""accent"",""hex"":""#695038""},{""name"":""eye"",""hex"":""#272727""}]","[{""hex"":""#ffffe0"",""pixels"":2465},{""hex"":""#ffe0a0"",""pixels"":1581},{""hex"":""#ffffc0"",""pixels"":925},{""hex"":""#c0a060"",""pixels"":595},{""hex"":""#c08060"",""pixels"":285},{""hex"":""#e0a080"",""pixels"":155},{""hex"":""#a08060"",""pixels"":122},{""hex"":""#e0c080"",""pixels"":118}]","[{""name"":""Idle"",""duration"":1},{""name"":""Walk"",""duration"":1},{""name"":""Walking"",""duration"":1},{""name"":""Run"",""duration"":1},{""name"":""Running"",""duration"":1},{""name"":""Flee"",""duration"":1},{""name"":""Attack"",""duration"":1},{""name"":""HeavyAttack"",""duration"":1.2},{""name"":""Bite"",""duration"":1},{""name"":""Claw"",""duration"":1},{""name"":""Kick"",""duration"":1},{""name"":""Charge"",""duration"":1.2},{""name"":""Pounce"",""duration"":1},{""name"":""Peck"",""duration"":1},{""name"":""Scratch"",""duration"":1},{""name"":""TailWhip"",""duration"":1}]",[]
