bucket,category,type,size_bytes,path
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,gltf,3114,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/gltf/shield_round_barbarian.gltf
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,bin,11752,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/gltf/shield_round_color.bin
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,gltf,3093,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/gltf/shield_round_color.gltf
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,bin,21464,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/gltf/shield_spikes.bin
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,gltf,3076,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/gltf/shield_spikes.gltf
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,bin,21464,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/gltf/shield_spikes_color.bin
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,gltf,3094,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/gltf/shield_spikes_color.gltf
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,bin,10724,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/gltf/shield_square.bin
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,gltf,3074,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/gltf/shield_square.gltf
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,bin,10724,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/gltf/shield_square_color.bin
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,gltf,3092,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/gltf/shield_square_color.gltf
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,bin,11460,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/gltf/smokebomb.bin
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,gltf,3062,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/gltf/smokebomb.gltf
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,bin,14520,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/gltf/spellbook_closed.bin
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,gltf,3081,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/gltf/spellbook_closed.gltf
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,bin,15128,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/gltf/spellbook_open.bin
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,gltf,3072,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/gltf/spellbook_open.gltf
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,bin,18576,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/gltf/staff.bin
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,gltf,3046,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/gltf/staff.gltf
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,bin,13256,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/gltf/sword_1handed.bin
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,gltf,3075,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/gltf/sword_1handed.gltf
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,bin,19912,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/gltf/sword_2handed.bin
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,gltf,3076,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/gltf/sword_2handed.gltf
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,bin,19880,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/gltf/sword_2handed_color.bin
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,gltf,3094,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/gltf/sword_2handed_color.gltf
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,bin,5956,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/gltf/wand.bin
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,gltf,3042,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/gltf/wand.gltf
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,mtl,289,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/obj/arrow_bow.mtl
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,obj,4806,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/obj/arrow_bow.obj
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,mtl,289,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/obj/arrow_bow_bundle.mtl
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,obj,26935,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/obj/arrow_bow_bundle.obj
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,mtl,287,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/obj/arrow_crossbow.mtl
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,obj,4752,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/obj/arrow_crossbow.obj
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,mtl,287,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/obj/arrow_crossbow_bundle.mtl
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,obj,26945,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/obj/arrow_crossbow_bundle.obj
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,mtl,295,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/obj/axe_1handed.mtl
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,obj,23186,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/obj/axe_1handed.obj
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,mtl,295,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/obj/axe_2handed.mtl
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,obj,46740,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/obj/axe_2handed.obj
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,png,14424,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/obj/barbarian_texture.png
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,mtl,289,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/obj/bow.mtl
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,obj,31985,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/obj/bow.obj
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,mtl,289,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/obj/bow_withString.mtl
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,obj,49285,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/obj/bow_withString.obj
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,mtl,287,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/obj/crossbow_1handed.mtl
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,obj,48778,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/obj/crossbow_1handed.obj
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,mtl,287,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/obj/crossbow_2handed.mtl
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,obj,66540,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/obj/crossbow_2handed.obj
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,mtl,287,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/obj/dagger.mtl
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,obj,14567,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/obj/dagger.obj
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,png,12914,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/obj/knight_texture.png
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,png,14740,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/obj/mage_texture.png
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,mtl,295,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/obj/mug_empty.mtl
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,obj,27580,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/obj/mug_empty.obj
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,mtl,295,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/obj/mug_full.mtl
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,obj,31238,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/obj/mug_full.obj
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,mtl,287,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/obj/quiver.mtl
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,obj,23507,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/obj/quiver.obj
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,png,13248,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/obj/ranger_texture.png
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,png,15026,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/obj/rogue_texture.png
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,mtl,289,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/obj/shield_badge.mtl
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,obj,21384,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/obj/shield_badge.obj
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,mtl,289,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/obj/shield_badge_color.mtl
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,obj,21312,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/obj/shield_badge_color.obj
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,mtl,289,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/obj/shield_round.mtl
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,obj,23911,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/obj/shield_round.obj
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,mtl,295,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/obj/shield_round_barbarian.mtl
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,obj,23772,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/obj/shield_round_barbarian.obj
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,mtl,289,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/obj/shield_round_color.mtl
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,obj,23761,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/obj/shield_round_color.obj
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,mtl,289,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/obj/shield_spikes.mtl
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,obj,37740,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/obj/shield_spikes.obj
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,mtl,289,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/obj/shield_spikes_color.mtl
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,obj,37752,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/obj/shield_spikes_color.obj
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,mtl,289,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/obj/shield_square.mtl
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,obj,21609,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/obj/shield_square.obj
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,mtl,289,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/obj/shield_square_color.mtl
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,obj,21621,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/obj/shield_square_color.obj
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,mtl,287,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/obj/smokebomb.mtl
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,obj,22444,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/obj/smokebomb.obj
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,mtl,285,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/obj/spellbook_closed.mtl
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,obj,23779,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/obj/spellbook_closed.obj
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,mtl,285,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/obj/spellbook_open.mtl
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,obj,23913,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/obj/spellbook_open.obj
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,mtl,285,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/obj/staff.mtl
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,obj,35291,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/obj/staff.obj
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,mtl,289,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/obj/sword_1handed.mtl
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,obj,24262,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/obj/sword_1handed.obj
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,mtl,289,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/obj/sword_2handed.mtl
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,obj,34422,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/obj/sword_2handed.obj
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,mtl,289,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/obj/sword_2handed_color.mtl
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,obj,34434,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/obj/sword_2handed_color.obj
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,mtl,285,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/obj/wand.mtl
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets,obj,11810,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Assets/obj/wand.obj
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Characters,fbx,481932,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Characters/fbx/Barbarian.fbx
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Characters,fbx,486428,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Characters/fbx/Knight.fbx
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Characters,fbx,490108,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Characters/fbx/Mage.fbx
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Characters,fbx,563548,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Characters/fbx/Ranger.fbx
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Characters,fbx,498940,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Characters/fbx/Rogue.fbx
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Characters,fbx,515484,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Characters/fbx/Rogue_Hooded.fbx
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Characters,png,14424,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Characters/fbx/barbarian_texture.png
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Characters,png,12914,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Characters/fbx/knight_texture.png
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Characters,png,14740,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Characters/fbx/mage_texture.png
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Characters,png,13248,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Characters/fbx/ranger_texture.png
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Characters,png,15026,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Characters/fbx/rogue_texture.png
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Characters,glb,386648,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Characters/gltf/Barbarian.glb
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Characters,glb,341688,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Characters/gltf/Knight.glb
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Characters,glb,352472,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Characters/gltf/Mage.glb
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Characters,glb,484712,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Characters/gltf/Ranger.glb
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Characters,glb,409188,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Characters/gltf/Rogue.glb
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Characters,glb,381432,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Characters/gltf/Rogue_Hooded.glb
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Characters,png,14424,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Characters/gltf/barbarian_texture.png
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Characters,png,12914,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Characters/gltf/knight_texture.png
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Characters,png,14740,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Characters/gltf/mage_texture.png
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Characters,png,13248,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Characters/gltf/ranger_texture.png
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Characters,png,15026,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Characters/gltf/rogue_texture.png
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/License.txt,txt,1554,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/License.txt
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/More KayKit Assets.url,url,128,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/More KayKit Assets.url
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Patreon.url,url,125,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Patreon.url
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Samples,png,634755,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Samples/barbarian.png
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Samples,png,948636,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Samples/barbarian_Large.png
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Samples,png,742457,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Samples/druid.png
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Samples,png,798817,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Samples/engineer.png
_source,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Samples,png,806330,_source/kaykit_adventurers/KayKit_Adventurers_2.0_FREE/Samples/knight.png
